1	0
45.882354	-95.377723
45.219236	-93.425816
-103.22916	44.08027
-91.54649	40.96607
-90.7	29.6
-88.47	43.76
-88.24362	43.14383
-87.91718	43.0882
-87.61318	41.7001
-85.589222	38.395278
-81.24	41.41
-80.6264	41.0606
-76.5	39.05
-76.4	39.34
-1.758738	-78.756094
27.788689	-97.675662
12.621	58.873
18.220833	-66.590149
18.440833	-66.047222
18.45297	-66.726987
21.285784	-157.72189
21.309438	-157.857884
25.693617	-80.403448
25.882666	-80.362225
25.914902	-97.445794
25.935766	-97.51813
26.157287	-80.17721
26.181065	-80.169797
26.190096	-80.365865
26.621517	-98.748117
26.760981	-80.041115
26.796164	-80.102873
27.137	82.401
27.320226	-82.451454
27.564388	-99.504693
27.655788	-97.290282
27.68275	-97.37949
27.72763	-97.413674
27.74	97.39
27.743156	-97.37921
27.754806	-98.088297
27.769335	-97.481416
27.771901	-82.710354
27.784839	-97.42105
27.795335	-97.39966
27.827902	-97.225478
27.874271	-82.797335
27.879718	-82.77196
27.915613	-82.780337
27.96	82.46
27.982593	-82.74626
27.99036	-82.301773
28.000446	-82.431866
28.080656	-81.957357
28.101984	-81.075466
28.21299	-80.4299
28.341348	-98.111928
28.3538	-80.7166
28.407501	-81.333576
28.49454	-82.5551
28.538533	-81.364246
28.546772	-81.70703
28.563409	-99.570747
28.71307	-100.492048
28.817	-96.99
28.983108	-95.948853
29.054052	-99.012068
29.163901	-95.439815
29.199429	-96.279552
29.2	-94.58
29.210117	-90.050133
29.229968	-90.753281
29.229968	-90.753281
29.229968	-90.753281
29.231377	-98.660449
29.242199	-98.868529
29.259252	-94.839587
29.279127	-94.817304
29.28304	-94.802483
29.301348	-94.797696
29.303135	-98.672403
29.311444	-100.419711
29.324005	-89.474218
29.325739	-98.695049
29.359281	-98.57094
29.361009	-100.886814
29.371092	-90.259434
29.376174	-94.973843
29.38146	-93.00883
29.387647	-90.80318
29.387749	-90.617933
29.3884	-90.714015
29.389687	-90.618161
29.395751	-100.908961
29.401742	-98.557501
29.402911	-90.609177
29.406351	-90.697788
29.406468	-90.700802
29.406815	-98.449264
29.407056	-90.698654
29.411968	-90.279454
29.41242	-98.505692
29.412702	-90.279432
29.420076	-98.572102
29.420076	-98.572102
29.420076	-98.572102
29.423775	-90.70159
29.425914	-98.469626
29.427807	-98.485619
29.432789	-98.492853
29.433217	-90.306658
29.439101	-90.309672
29.441941	-90.297701
29.443111	-98.505111
29.443431	-90.59409
29.44701	-90.309005
29.456157	-95.065975
29.464678	-98.517171
29.479	-98.355
29.482803	-90.315741
29.485068	-90.513893
29.488935	-98.510007
29.49	-95.16
29.494247	-95.801594
29.500756	-98.350017
29.502625	-90.579876
29.502976	-91.443469
29.503729	-95.519324
29.511929	-90.330946
29.518352	-90.336031
29.51855	-90.334899
29.518772	-95.19037
29.521619	-90.340536
29.524792	-90.334318
29.525123	-98.675186
29.528157	-90.335995
29.528187	-90.336002
29.528251	-90.336018
29.535529	-95.808344
29.537004	-90.336196
29.5419	93.5501
29.547958	-98.5449
29.548538	-98.622872
29.550117	-95.809699
29.553045	-98.614967
29.557106	-95.796912
29.557527	-95.328984
29.562703	-95.818388
29.563087	-95.807897
29.563098	-95.61449
29.563264	-95.807148
29.56793	-95.628643
29.569261	-95.814288
29.57	-95.56
29.572847	-95.058558
29.575	-98.547
29.577264	-90.720512
29.58	-95.44
29.580517	-90.722613
29.586821	-95.13668
29.587407	-98.63472
29.589564	-98.69818
29.590063	-90.721176
29.590593	-95.609044
29.592665	-90.692955
29.593336	-90.467625
29.6	-95.45
29.606	-95.634662
29.619745	-95.435338
29.623451	-95.240353
29.632206	-98.610397
29.638467	-90.538778
29.64133	-95.592882
29.644578	-90.531631
29.645351	-90.687542
29.646494	-90.54097
29.649243	-95.179401
29.658499	-98.615635
29.66	-95.63
29.660787	-95.367818
29.667532	-95.334448
29.670573	-82.395294
29.670903	-95.34591
29.672277	-95.256513
29.674398	-95.305789
29.675667	-90.728121
29.677823	-95.321065
29.678192	-95.303697
29.681288	-98.636331
29.682092	-95.358091
29.682369	-95.42878
29.687812	-90.621991
29.688522	-95.31109
29.68914	-95.459477
29.69	-95.24
29.69	-95.23
29.692872	-95.061197
29.695196	-95.455535
29.69523	-90.525782
29.69523	-90.525782
29.696968	-82.409706
29.700308	-82.373905
29.700708	-95.346088
29.702495	-95.573787
29.704517	-95.12387
29.704764	-95.667516
29.705446	-82.391901
29.705631	-95.647646
29.705882	-95.459816
29.706443	-95.186522
29.70748	-95.41884
29.709574	-95.166809
29.71	-95.43
29.711531	-95.45903
29.716234	-95.257709
29.716544	-90.614028
29.7206	-95.539198
29.724582	-95.296775
29.726527	-95.354345
29.727703	-95.334278
29.72994	-95.741848
29.73	-94.41
29.730477	-90.607795
29.734955	-95.450569
29.74	-94.46
29.740338	-95.304154
29.742002	-95.356673
29.742768	-90.017642
29.746299	-95.606139
29.746427	-95.335451
29.746459	-95.255508
29.746668	-94.944572
29.74993	-94.84157
29.75	-94.71
29.750387	-90.762586
29.750871	-95.606283
29.753439	-95.294205
29.753863	-90.776325
29.75659	-94.89086
29.757956	-95.37118
29.759538	-95.719923
29.76	-97.81
29.762907	-90.761552
29.763566	-90.811145
29.764529	-95.560865
29.767121	-95.633384
29.768659	-95.245725
29.772175	-95.303273
29.773148	-95.517654
29.775183	-95.31025
29.775183	-95.31025
29.775183	-95.31025
29.775183	-95.31025
29.775183	-95.31025
29.775183	-95.31025
29.775183	-95.31025
29.775588	-95.345767
29.777137	-95.391731
29.77854	-95.495152
29.778852	-90.774706
29.779437	-95.483808
29.78048	-95.37951
29.784535	-90.793709
29.78989	-95.052906
29.79	94.68
29.792716	-95.528362
29.795218	-90.821136
29.797515	-90.803098
29.800162	-85.354965
29.806233	-95.353977
29.810557	-98.221298
29.819875	-90.893422
29.820702	-95.30827
29.823275	-95.385437
29.827943	-95.513556
29.83	-95.22
29.830129	-95.444722
29.834052	-95.442203
29.847048	-95.600149
29.847234	-99.27879
29.847979	-95.308754
29.853256	-95.475034
29.859741	-95.359063
29.862795	-89.781746
29.869276	-95.062641
29.87	-94.63
29.872977	-91.200454
29.873604	-89.869724
29.873604	-89.869724
29.88	94.61
29.88	-94.67
29.88414	-95.46865
29.884194	-95.504969
29.886081	-91.206297
29.894379	-90.099098
29.9	-94.69
29.900274	-96.87861
29.905772	-90.06402
29.911889	-95.062151
29.915418	-89.893534
29.924655	-91.229283
29.926557	-95.523757
29.929628	-95.559301
29.930323	-95.34092
29.943434	-90.079706
29.947678	-90.235305
29.948195	-95.591992
29.948651	-95.389665
29.949679	-91.749832
29.949717	-95.464484
29.950694	-91.208399
29.956701	-90.062786
29.956912	-95.458573
29.959027	-90.107182
29.960748	-90.087971
29.962479	-90.111495
29.963382	-90.080429
29.965169	-90.166895
29.966037	-90.15313
29.966037	-90.15313
29.966059	-91.202361
29.97	-94.61
29.97	-94.44
29.97	-95.21
29.973174	-90.086968
29.974887	-90.107941
29.976595	-95.114161
29.98	-95.25
29.982832	-90.830871
29.983464	-90.071915
29.984466	-90.039125
29.98616	-90.210381
29.98644	-95.524785
29.989411	-90.207124
29.990816	-90.189962
29.994039	-90.079284
29.995049	-90.142958
29.997928	-95.263002
30	-97.15
30.000986	-90.23312
30.003257	-90.137916
30.003411	-90.128452
30.007089	-90.167983
30.012178	-90.104523
30.01522	-90.16825
30.021206	-90.076475
30.024108	-90.04886
30.027563	-95.531256
30.035418	-90.242008
30.036983	-90.009881
30.037679	-95.386431
30.056724	-95.434178
30.074719	-95.635791
30.081846	-95.630501
30.088935	-95.729924
30.096966	-95.665086
30.1045	97.4937
30.10552	-92.03073
30.106838	-95.647746
30.113054	-95.651356
30.1156	97.4455
30.13466	-95.47545
30.164582	-95.443672
30.173822	-97.813004
30.183	97.4318
30.188511	-96.40367
30.189935	-97.747948
30.19	-95.49
30.1914	-91.30947
30.193639	-97.793617
30.212892	-97.828124
30.216908	-97.845901
30.218353	-97.89432
30.218459	-97.775338
30.222361	-89.820044
30.222499	-97.801871
30.226669	-97.722741
30.233598	-97.844753
30.235093	-97.693302
30.235595	-97.692932
30.236191	-95.534141
30.240919	-81.59847
30.252044	-97.721664
30.253437	-97.717828
30.254793	-97.711957
30.260333	-97.755704
30.265346	-97.782307
30.267764	-97.749168
30.271442	-97.741096
30.274016	-97.799865
30.2791833	-87.68415
30.280219	-91.23975
30.28166	-98.867037
30.282929	-97.763329
30.284926	-89.789535
30.287946	-97.669228
30.289918	-91.404825
30.289918	-91.404825
30.290751	-97.758741
30.292747	-97.762298
30.302713	-97.744132
30.303193	-97.745789
